X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
1.17552648108901,0.694608452225651,0.369003139590921,1.47053120609997,0.345448137821699,1.01197219687529,0.936954667504071,0.231590826660817,-0.0044646131770937,0.937623816719137,0.580134359402335,-0.581677437470424,0.670446058299994,1.17738232125088,0.387555188377071,-0.778915250839851
-0.221597990125589,-0.613243051658051,0.125928115500124,0.835263975330364,0.0933244328232964,-0.0968084620232677,-0.183405161079796,-0.271135678231474,-0.666979931219322,0.870468432037003,0.5224654054724,0.109492879926782,0.342652720522403,1.09047198547257,0.288775981621739,0.42988226573888
1.09200641225426,0.609730160574125,0.298973809451464,1.28194893128587,0.264134570513095,0.76889311089419,0.976321360948014,0.547558906850169,-1.06890698371243,1.17563367569158,0.608803334831573,0.670575137895471,0.177600367212325,1.19229623774313,0.465056518637089,0.200551904873663
0.445728297612887,-0.182097638817908,0.0215663453520025,1.10139651668412,0.0164141681273363,0.487326152803036,0.481287881760553,-0.526682210327762,-0.365905542223874,0.759676812171241,0.585599819228703,1.23458791894532,-0.0316959906006471,1.0580702746407,-0.0209218864516945,0.830206952395649
-0.706453541100581,-0.138825057072636,-0.113551055697874,0.796283382323664,-0.0666425216972714,-0.463854389814027,-0.473754441037412,-0.868154419205628,-1.03505005203431,0.640435571764823,0.424365083065055,-1.27046167467435,-0.252710920986207,1.03211863292758,-0.144931611019523,-1.84645875234773
1.61546692267795,0.932342329603444,0.425823385834761,1.42117974220016,0.219444091831156,0.803182976945695,0.786237518283511,0.383348920832289,-0.622676656394589,1.26950226941074,0.613670208857323,-0.821937070905253,0.681293453587268,1.20296774380623,0.468722807756959,-1.20760656544093
1.30209984398119,1.092081290217,0.477091849784143,1.58096345673856,0.223354710943827,0.760020778859756,1.27211625803731,0.51473410439202,-0.437262614257797,1.00995057135415,0.615123006333026,-1.17215967075949,0.79996654670537,1.21080664156238,0.990663052541476,-1.60409851719436
-0.581827820234448,-0.304724800225006,-0.0828647293753411,0.83176915249069,0.0168535116278459,0.0221820631013388,-0.356105799224419,-0.621042018263362,-0.58450183672617,0.619362648552823,0.43584094351333,-1.46080112515122,-0.122211204533341,0.948187121476123,-0.235571439479726,-1.73947250869906
0.28355360388793,0.443446050197797,0.0122062391604427,1.18314748201545,0.239256930731069,0.366287242919826,0.804581546565335,-0.289578857896623,-0.495805097845229,0.980716299242053,0.567712314680732,-0.228495873735225,-0.0810713593523409,1.03510553142775,0.0323216282295241,0.229477799285691
2.00315155778594,1.30951581558504,0.552840215383166,1.91544221568672,0.190839271947034,1.41663302028378,1.46835098707376,0.163942936116501,-0.0887336256687015,0.942947513884482,0.591715806397034,1.44335017274374,0.668240884990555,1.13487297726025,0.773082388891077,1.27796589876234
4.78192486740442,2.84785773184926,1.2536952488161,2.96626173200181,0.73676326323114,2.71237467247021,3.58089994025507,1.71709291920192,0.504886808961018,1.59904533113888,0.769080042003636,-1.35902812386851,1.62522763294879,1.54017350510542,1.68515944059912,-1.96126457033396
2.02602786687728,1.28990698209711,0.559426345762953,1.38906515541642,0.406669712497693,1.57625860075881,1.8533714631133,1.38183008859464,-0.442708619358209,1.47441956343933,0.738709798045993,-0.719342946120095,0.806673407063047,1.14111225316911,0.733061392372196,-1.31265966742776
0.836683275864059,1.03364344620356,0.094454021697696,1.43800243233311,0.378931046177722,0.273047061879386,0.164083674394207,0.242311978344367,-0.342156776015405,1.0578940349995,0.580129323551917,0.358652477664815,0.172760718914729,1.00196249210785,0.0171341344247928,0.069797563094892
-1.0689006355078,-1.48130038854596,-0.105515413529438,0.737141331524678,-0.271474546007425,-0.908834866957517,-0.34009129613304,-1.18694562832756,-0.378773985595247,0.757228125660932,0.354690764652812,0.0230694947796338,-0.337312286811925,0.954623808647327,0.0699634271692583,0.0934504340592988
