0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
11.228,4.0,751.0,754.0,131.78013977868378,0.0,625.0,100.0,1240.0,9506.0,9026.0,98.0,27.0,16776.0,20038.0,-50.0,16602.0,356.0,0.0,27632.0,49.0
12.248,4.0,751.0,752.0,135.78013977868378,0.0,620.0,100.0,1240.0,9427.0,9111.0,-1099.0,27.0,16723.0,20040.0,588.0,16648.0,351.0,0.0,27614.0,49.0
13.2681,4.0,752.0,754.0,134.78013977868378,0.0,608.0,101.0,1240.0,9430.0,9117.0,-669.0,27.0,16460.0,20056.0,-72.0,16584.0,353.0,0.0,27522.0,49.0
14.2881,4.0,752.0,754.0,132.78013977868378,0.0,585.0,100.0,1210.0,9498.0,9050.0,-890.0,27.0,16801.0,20310.0,-59.0,16688.0,346.0,0.0,27388.0,50.0
15.3091,4.0,751.0,755.0,130.78013977868378,0.0,676.0,101.0,1176.0,9444.0,9183.0,1797.0,23.0,16795.0,20174.0,62.0,15654.0,357.0,1.0,27310.0,50.0
16.353,4.0,751.0,753.0,132.78013977868378,0.0,1708.0,100.0,1147.0,9469.0,9045.0,-1588.0,25.0,16869.0,19312.0,-419.0,16994.0,350.0,1.0,27978.0,49.0
17.3477,4.0,751.0,753.0,133.78013977868378,0.0,1838.0,100.0,1185.0,9459.0,9089.0,-1138.0,25.0,16493.0,19634.0,88.0,16510.0,345.0,0.0,27862.0,48.0
18.3677,4.0,751.0,753.0,129.78013977868378,0.0,1762.0,100.0,1203.0,9497.0,9110.0,-4.0,23.0,16574.0,19514.0,-419.0,16338.0,346.0,0.0,27820.0,48.0
19.3877,4.0,752.0,753.0,134.78013977868378,0.0,1391.0,100.0,1208.0,9488.0,9002.0,-881.0,26.0,16268.0,19614.0,-261.0,16416.0,344.0,0.0,27808.0,49.0
20.4077,4.0,751.0,754.0,134.78013977868378,0.0,1688.0,101.0,1158.0,9438.0,9059.0,-1151.0,24.0,16838.0,19348.0,380.0,16928.0,345.0,0.0,28038.0,49.0
21.4277,4.0,751.0,752.0,132.78013977868378,0.0,1692.0,101.0,1192.0,9429.0,9109.0,-961.0,25.0,16506.0,19366.0,-289.0,16320.0,352.0,0.0,27764.0,49.0
22.4478,4.0,751.0,754.0,134.78013977868378,0.0,1696.0,101.0,1190.0,9500.0,9022.0,-1142.0,26.0,16481.0,19414.0,-399.0,16448.0,347.0,0.0,27880.0,49.0
23.4687,4.0,751.0,753.0,128.78013977868378,0.0,1702.0,100.0,1180.0,9484.0,9055.0,-437.0,25.0,16823.0,19534.0,-266.0,16566.0,343.0,0.0,27844.0,49.0
24.4878,4.0,751.0,754.0,128.78013977868378,0.0,1713.0,100.0,1187.0,9444.0,9082.0,-887.0,25.0,16655.0,19362.0,-789.0,16612.0,351.0,1.0,27886.0,49.0
25.5088,4.0,751.0,753.0,133.78013977868378,0.0,1728.0,101.0,1180.0,9452.0,9083.0,-309.0,26.0,16507.0,19634.0,168.0,16044.0,349.0,0.0,27866.0,49.0
26.5288,4.0,751.0,753.0,132.78013977868378,0.0,1757.0,100.0,1188.0,9428.0,9067.0,-1642.0,25.0,16681.0,19158.0,141.0,16844.0,356.0,0.0,27886.0,49.0
27.5479,4.0,751.0,752.0,135.78013977868378,0.0,1764.0,101.0,1181.0,9491.0,9065.0,-548.0,25.0,16650.0,19236.0,1004.0,16884.0,357.0,0.0,28006.0,49.0
28.5918,4.0,752.0,754.0,133.78013977868378,0.0,1786.0,101.0,1187.0,9455.0,9049.0,-2415.0,25.0,16253.0,19260.0,83.0,16392.0,353.0,0.0,27892.0,49.0
29.6177,4.0,751.0,753.0,135.78013977868378,0.0,1786.0,101.0,1186.0,9476.0,9105.0,-881.0,25.0,16321.0,19422.0,-477.0,16728.0,356.0,1.0,27884.0,49.0
30.6387,4.0,752.0,754.0,135.78013977868378,0.0,1780.0,100.0,1186.0,9476.0,9049.0,-1059.0,25.0,16233.0,19428.0,37.0,16398.0,349.0,1.0,28006.0,49.0
31.6577,4.0,752.0,753.0,132.78013977868378,0.0,1779.0,100.0,1185.0,9409.0,9088.0,-1442.0,25.0,16680.0,19286.0,-18.0,16654.0,352.0,1.0,27880.0,49.0
32.6777,4.0,751.0,752.0,134.78013977868378,0.0,1781.0,102.0,1187.0,9413.0,9063.0,-793.0,25.0,16187.0,19152.0,-91.0,16804.0,354.0,1.0,27878.0,49.0
33.6987,4.0,752.0,753.0,134.78013977868378,0.0,1783.0,102.0,1186.0,9424.0,9138.0,-940.0,24.0,16227.0,19382.0,646.0,16640.0,356.0,0.0,27884.0,49.0
34.7178,4.0,752.0,754.0,136.78013977868378,0.0,1788.0,100.0,1186.0,9477.0,9070.0,-930.0,24.0,16658.0,19376.0,97.0,16380.0,349.0,1.0,28006.0,49.0
35.7627,4.0,752.0,754.0,132.78013977868378,0.0,1784.0,101.0,1187.0,9492.0,9071.0,-1376.0,24.0,16419.0,19234.0,-62.0,16980.0,348.0,1.0,28012.0,49.0
36.7578,4.0,752.0,754.0,131.78013977868378,0.0,1792.0,101.0,1187.0,9433.0,9115.0,-580.0,24.0,16402.0,19248.0,-12.0,16512.0,348.0,1.0,28016.0,49.0
37.7798,4.0,752.0,754.0,133.78013977868378,0.0,1782.0,100.0,1184.0,9432.0,9117.0,-1920.0,24.0,16294.0,19136.0,1064.0,15754.0,361.0,0.0,27976.0,49.0
38.7979,4.0,752.0,754.0,134.78013977868378,0.0,1789.0,100.0,1185.0,9430.0,9152.0,-1026.0,24.0,16180.0,19170.0,576.0,16562.0,347.0,0.0,28012.0,49.0
39.8179,4.0,751.0,753.0,135.78013977868378,0.0,1785.0,101.0,1184.0,9469.0,9062.0,-2288.0,24.0,16139.0,19146.0,746.0,16692.0,345.0,0.0,27866.0,49.0
40.8667,4.0,752.0,754.0,133.78013977868378,0.0,1792.0,101.0,1187.0,9511.0,9064.0,-2230.0,23.0,16365.0,19288.0,131.0,16052.0,352.0,1.0,27880.0,49.0
41.8877,4.0,751.0,753.0,136.78013977868378,0.0,1793.0,102.0,1186.0,9406.0,9136.0,-1367.0,24.0,16170.0,19146.0,-39.0,16714.0,350.0,0.0,28016.0,49.0
42.9087,4.0,751.0,753.0,131.78013977868378,0.0,1794.0,100.0,1186.0,9432.0,9102.0,-1095.0,24.0,16504.0,19372.0,590.0,16646.0,355.0,0.0,28018.0,49.0
43.9287,4.0,752.0,754.0,134.78013977868378,0.0,1786.0,101.0,1185.0,9480.0,9043.0,-505.0,24.0,16728.0,19386.0,590.0,16910.0,349.0,0.0,27880.0,49.0
44.9478,4.0,752.0,753.0,132.78013977868378,0.0,1785.0,100.0,1185.0,9462.0,9098.0,-2061.0,24.0,16047.0,19190.0,310.0,16970.0,350.0,0.0,27854.0,49.0
45.9678,4.0,752.0,753.0,131.78013977868378,0.0,1783.0,100.0,1184.0,9455.0,9105.0,-1912.0,24.0,16288.0,19346.0,115.0,16690.0,351.0,0.0,28002.0,49.0
46.9878,4.0,752.0,753.0,133.78013977868378,0.0,1784.0,101.0,1187.0,9426.0,9085.0,-517.0,24.0,16415.0,19294.0,4.0,16176.0,351.0,0.0,28018.0,49.0
48.0337,4.0,752.0,753.0,136.78013977868378,0.0,1788.0,101.0,1186.0,9493.0,9051.0,-386.0,24.0,16616.0,19298.0,402.0,16278.0,354.0,0.0,27850.0,49.0
49.1079,4.0,752.0,754.0,130.78013977868378,0.0,1785.0,102.0,1187.0,9417.0,9101.0,-657.0,24.0,16279.0,19226.0,458.0,16596.0,352.0,0.0,27888.0,49.0
50.0776,4.0,752.0,752.0,131.78013977868378,0.0,1779.0,102.0,1186.0,9438.0,9082.0,-1568.0,24.0,16407.0,19332.0,47.0,16432.0,359.0,0.0,28014.0,49.0
51.0977,4.0,752.0,754.0,130.78013977868378,0.0,1777.0,100.0,1184.0,9449.0,9075.0,-1126.0,24.0,16250.0,19128.0,360.0,16252.0,345.0,1.0,27898.0,49.0
52.1177,4.0,752.0,754.0,135.78013977868378,0.0,1773.0,101.0,1185.0,9492.0,9051.0,-2034.0,24.0,16504.0,19180.0,-465.0,16502.0,350.0,0.0,28004.0,49.0
53.1377,4.0,752.0,753.0,131.78013977868378,0.0,1766.0,100.0,1187.0,9412.0,9139.0,-792.0,24.0,16665.0,19122.0,976.0,16842.0,348.0,0.0,27978.0,49.0
54.1577,4.0,751.0,752.0,133.78013977868378,0.0,1756.0,100.0,1184.0,9454.0,9051.0,-1053.0,24.0,16128.0,19246.0,-407.0,16778.0,344.0,0.0,27974.0,49.0
55.1777,4.0,752.0,754.0,135.78013977868378,0.0,1718.0,100.0,1183.0,9485.0,9051.0,-429.0,24.0,16625.0,19246.0,-610.0,17022.0,346.0,0.0,27886.0,49.0
56.2217,4.0,752.0,754.0,135.78013977868378,0.0,1465.0,100.0,1197.0,9477.0,9076.0,-556.0,23.0,16662.0,19428.0,-896.0,16690.0,347.0,0.0,27806.0,49.0
57.248,4.0,751.0,754.0,134.78013977868378,1.0,1194.0,100.0,1189.0,9470.0,9070.0,-69.0,24.0,16660.0,19582.0,-862.0,16528.0,350.0,0.0,27628.0,50.0
58.2681,4.0,753.0,754.0,132.78013977868378,1.0,1022.0,101.0,1189.0,9505.0,9056.0,463.0,25.0,15980.0,19636.0,-552.0,16568.0,351.0,0.0,27576.0,50.0
59.2881,5.0,752.0,754.0,131.78013977868378,0.0,834.0,100.0,1227.0,9472.0,9060.0,-530.0,25.0,16211.0,19822.0,-378.0,16856.0,353.0,0.0,27610.0,49.0
60.3081,5.0,752.0,753.0,132.78013977868378,0.0,729.0,101.0,1224.0,9466.0,9089.0,-202.0,24.0,16528.0,19920.0,-511.0,16606.0,350.0,0.0,27530.0,50.0
61.3291,5.0,752.0,754.0,131.78013977868378,0.0,708.0,100.0,1196.0,9557.0,9027.0,403.0,23.0,16647.0,19922.0,-766.0,16554.0,344.0,0.0,27530.0,50.0
62.3477,5.0,752.0,752.0,134.78013977868378,0.0,705.0,100.0,1179.0,9506.0,9032.0,-352.0,24.0,16481.0,19948.0,-469.0,16722.0,348.0,0.0,27528.0,50.0
63.397,5.0,752.0,754.0,131.78013977868378,0.0,690.0,101.0,1185.0,9507.0,8992.0,-1095.0,25.0,16304.0,19952.0,-392.0,16552.0,351.0,0.0,27540.0,50.0
64.3877,5.0,752.0,754.0,132.78013977868378,0.0,688.0,101.0,1186.0,9487.0,9034.0,-1638.0,25.0,16463.0,19946.0,564.0,16608.0,354.0,0.0,27528.0,50.0
65.4067,5.0,752.0,754.0,131.78013977868378,0.0,676.0,100.0,1185.0,9452.0,9088.0,-813.0,25.0,16223.0,19956.0,-62.0,16746.0,357.0,0.0,27526.0,50.0
66.4277,5.0,752.0,752.0,133.78013977868378,0.0,670.0,101.0,1186.0,9543.0,8999.0,-1342.0,25.0,16526.0,20084.0,-359.0,16784.0,347.0,0.0,27498.0,50.0
67.4487,5.0,752.0,753.0,131.78013977868378,0.0,660.0,101.0,1185.0,9523.0,9001.0,-889.0,25.0,16155.0,20116.0,-317.0,16592.0,353.0,0.0,27416.0,50.0
68.5967,5.0,751.0,754.0,134.78013977868378,0.0,651.0,102.0,1185.0,9511.0,9020.0,-1430.0,25.0,16302.0,20120.0,-331.0,16760.0,353.0,0.0,27494.0,50.0
69.6279,5.0,752.0,753.0,131.78013977868378,0.0,642.0,101.0,1183.0,9494.0,9093.0,-979.0,25.0,16295.0,20132.0,-464.0,16886.0,347.0,1.0,27500.0,50.0
70.6479,5.0,752.0,753.0,131.78013977868378,0.0,621.0,101.0,1186.0,9446.0,9101.0,-1327.0,26.0,16167.0,20174.0,-414.0,16870.0,348.0,0.0,27262.0,50.0
71.668,5.0,751.0,754.0,132.78013977868378,0.0,601.0,102.0,1182.0,9459.0,9084.0,-1545.0,26.0,15994.0,20130.0,-546.0,16502.0,342.0,0.0,27308.0,50.0
72.689,5.0,752.0,754.0,133.78013977868378,0.0,579.0,100.0,1182.0,9511.0,9095.0,-985.0,25.0,16298.0,20296.0,-637.0,17012.0,347.0,0.0,27236.0,50.0
73.71,5.0,752.0,753.0,131.78013977868378,0.0,560.0,100.0,1183.0,9495.0,9071.0,-1092.0,25.0,16166.0,20342.0,-720.0,16600.0,357.0,0.0,27162.0,50.0
74.729,5.0,751.0,752.0,134.78013977868378,0.0,561.0,100.0,1184.0,9538.0,9136.0,-796.0,25.0,16307.0,20232.0,-813.0,16446.0,349.0,0.0,27148.0,49.0
75.7729,5.0,752.0,753.0,133.78013977868378,0.0,598.0,100.0,1191.0,9481.0,9145.0,0.0,23.0,16703.0,20232.0,-559.0,15910.0,343.0,0.0,27112.0,50.0
76.7681,5.0,752.0,753.0,132.78013977868378,0.0,656.0,101.0,1191.0,9524.0,9151.0,51.0,22.0,16615.0,20214.0,856.0,16386.0,343.0,1.0,27772.0,50.0
77.7881,5.0,752.0,753.0,132.78013977868378,1.0,747.0,102.0,1188.0,9574.0,9101.0,876.0,21.0,17008.0,19914.0,600.0,16044.0,344.0,0.0,27754.0,50.0
78.8081,5.0,752.0,753.0,132.78013977868378,0.0,848.0,102.0,1189.0,9520.0,9066.0,551.0,22.0,16825.0,19606.0,764.0,16132.0,355.0,0.0,27858.0,50.0
79.8276,5.0,752.0,753.0,130.78013977868378,0.0,948.0,102.0,1180.0,9392.0,9027.0,-77.0,24.0,15925.0,19576.0,-54.0,16424.0,360.0,0.0,27894.0,50.0
80.8477,5.0,752.0,753.0,130.78013977868378,0.0,1032.0,100.0,1188.0,9438.0,8946.0,99.0,25.0,15680.0,19144.0,638.0,16392.0,348.0,0.0,28030.0,50.0
81.8686,5.0,751.0,754.0,132.78013977868378,0.0,1039.0,100.0,1185.0,9614.0,8976.0,-116.0,20.0,17182.0,19148.0,115.0,16468.0,344.0,1.0,28038.0,50.0
82.8877,5.0,751.0,754.0,133.78013977868378,0.0,1037.0,101.0,1189.0,9537.0,9030.0,-379.0,20.0,16670.0,19186.0,648.0,16532.0,347.0,0.0,28028.0,50.0
83.9077,5.0,752.0,753.0,133.78013977868378,0.0,1043.0,101.0,1184.0,9455.0,9048.0,-548.0,22.0,16683.0,19144.0,342.0,16540.0,349.0,0.0,28042.0,50.0
