0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
9.75,4.0,750.1589262018986,752.0,136.0,0.0,343.0,101.0,1390.0,9374.0,9085.0,-1060.0,31.0,16757.0,19740.0,-75.0,16904.0,342.0,0.0,28106.0,49.0
10.7344,4.0,751.1589262018986,752.0,134.0,0.0,336.0,101.0,1386.0,9414.0,9032.0,-993.0,31.0,16689.0,19768.0,-1007.0,16610.0,347.0,0.0,27972.0,49.0
11.7656,4.0,750.1589262018986,753.0,131.0,0.0,330.0,99.0,1385.0,9390.0,9086.0,-974.0,31.0,16272.0,19912.0,47.0,16622.0,349.0,0.0,27804.0,49.0
12.7813,4.0,751.1589262018986,753.0,131.0,0.0,341.0,100.0,1284.0,9444.0,9024.0,1738.0,27.0,17039.0,19866.0,-318.0,16942.0,343.0,0.0,27810.0,52.0
13.7969,4.0,751.1589262018986,752.0,132.0,0.0,339.0,101.0,1189.0,9356.0,9018.0,-603.0,30.0,16519.0,20118.0,131.0,16080.0,345.0,0.0,27584.0,53.0
14.8125,4.0,751.1589262018986,752.0,134.0,0.0,691.0,101.0,1194.0,9457.0,8933.0,-198.0,29.0,17226.0,19450.0,616.0,16596.0,343.0,0.0,28364.0,52.0
15.8438,4.0,751.1589262018986,752.0,133.0,0.0,830.0,101.0,1179.0,9311.0,9023.0,-1382.0,31.0,15888.0,19262.0,456.0,16566.0,352.0,1.0,28348.0,51.0
16.875,4.0,751.1589262018986,753.0,135.0,0.0,837.0,100.0,1223.0,9408.0,8995.0,-323.0,32.0,15862.0,19278.0,-322.0,16592.0,350.0,0.0,28286.0,50.0
17.8906,4.0,751.1589262018986,752.0,133.0,0.0,742.0,100.0,1261.0,9429.0,9001.0,621.0,28.0,17080.0,19394.0,-55.0,16582.0,354.0,0.0,28156.0,50.0
18.8906,4.0,752.1589262018986,753.0,133.0,0.0,715.0,100.0,1238.0,9453.0,8938.0,-249.0,29.0,16846.0,19422.0,1082.0,16562.0,359.0,1.0,28290.0,51.0
19.9219,4.0,752.1589262018986,753.0,134.0,0.0,780.0,100.0,1208.0,9411.0,8926.0,-2026.0,30.0,16107.0,19150.0,40.0,16436.0,358.0,1.0,28280.0,51.0
20.9375,4.0,751.1589262018986,753.0,134.0,0.0,790.0,101.0,1241.0,9453.0,8932.0,-1020.0,29.0,16913.0,19240.0,534.0,16592.0,348.0,0.0,28324.0,51.0
21.9531,4.0,752.1589262018986,753.0,135.0,0.0,790.0,101.0,1223.0,9423.0,8954.0,-996.0,31.0,15938.0,19222.0,-332.0,16558.0,355.0,1.0,28152.0,51.0
22.9688,4.0,751.1589262018986,754.0,134.0,0.0,798.0,101.0,1231.0,9407.0,8997.0,-1482.0,30.0,16019.0,19198.0,2.0,16436.0,349.0,0.0,28150.0,51.0
24.0,4.0,751.1589262018986,753.0,132.0,0.0,808.0,102.0,1226.0,9440.0,8974.0,-1743.0,31.0,16061.0,19182.0,734.0,16106.0,356.0,0.0,28322.0,51.0
25.0156,4.0,752.1589262018986,753.0,126.0,0.0,817.0,100.0,1226.0,9394.0,9018.0,-1386.0,30.0,15916.0,19168.0,-395.0,16408.0,350.0,0.0,28396.0,51.0
26.0469,4.0,751.1589262018986,753.0,136.0,0.0,830.0,99.0,1229.0,9463.0,8969.0,-1785.0,30.0,16282.0,19224.0,-431.0,16236.0,350.0,0.0,28354.0,51.0
27.0625,4.0,752.1589262018986,753.0,136.0,0.0,829.0,99.0,1227.0,9461.0,8966.0,-1667.0,30.0,16013.0,19212.0,-22.0,16310.0,353.0,0.0,28370.0,51.0
28.0781,4.0,752.1589262018986,754.0,133.0,0.0,827.0,100.0,1229.0,9425.0,8998.0,-1344.0,29.0,16130.0,19178.0,5.0,16428.0,343.0,0.0,28346.0,51.0
29.1406,4.0,752.1589262018986,753.0,134.0,0.0,825.0,99.0,1226.0,9431.0,8948.0,-1572.0,30.0,16398.0,19060.0,-423.0,15932.0,351.0,0.0,28388.0,51.0
30.1406,4.0,751.1589262018986,753.0,133.0,0.0,834.0,101.0,1227.0,9405.0,9008.0,-1919.0,29.0,16200.0,19074.0,103.0,16620.0,347.0,0.0,28358.0,51.0
31.1719,4.0,751.1589262018986,753.0,131.0,0.0,826.0,100.0,1224.0,9456.0,8959.0,-1238.0,29.0,16094.0,19202.0,-5.0,16266.0,354.0,2.0,28356.0,51.0
