0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
10.1973,4.0,751.0,753.0,136.0,0.0,1017.0,100.0,1262.0,9459.0,9045.0,-1783.0,29.0,16798.0,20126.0,-491.0,16274.0,343.0,0.0,27422.0,49.0
11.2168,4.0,751.0,752.0,134.0,0.0,983.0,100.0,1261.0,9501.0,8984.0,-1852.0,29.0,16568.0,20098.0,143.0,16290.0,349.0,1.0,27512.0,49.0
12.2383,4.0,751.0,752.0,135.0,0.0,949.0,102.0,1259.0,9510.0,8979.0,-1859.0,30.0,16895.0,20106.0,-307.0,16722.0,346.0,0.0,27502.0,49.0
13.2578,4.0,751.0,753.0,131.0,0.0,931.0,99.0,1226.0,9471.0,9011.0,-1470.0,29.0,16774.0,20116.0,-539.0,16814.0,344.0,0.0,27266.0,50.0
14.2773,4.0,752.0,755.0,132.0,0.0,1205.0,100.0,1183.0,9485.0,9006.0,651.0,29.0,16661.0,20088.0,690.0,15480.0,344.0,0.0,27318.0,50.0
15.2969,4.0,752.0,754.0,136.0,0.0,2869.0,101.0,1147.0,9455.0,8965.0,-2054.0,29.0,16233.0,19258.0,-614.0,17182.0,348.0,0.0,27846.0,49.0
16.3164,4.0,751.0,753.0,134.0,0.0,2989.0,101.0,1186.0,9471.0,9047.0,-2005.0,28.0,16634.0,19494.0,-84.0,15966.0,354.0,0.0,27716.0,49.0
17.3379,4.0,751.0,752.0,132.0,0.0,2810.0,102.0,1204.0,9522.0,9036.0,999.0,28.0,16685.0,19542.0,-75.0,16780.0,348.0,1.0,27956.0,49.0
18.3574,4.0,751.0,753.0,132.0,0.0,2308.0,101.0,1204.0,9488.0,8996.0,-167.0,28.0,16522.0,19432.0,-847.0,16304.0,357.0,0.0,27758.0,50.0
19.377,4.0,751.0,752.0,132.0,0.0,2722.0,100.0,1155.0,9436.0,9057.0,-1986.0,28.0,16599.0,19450.0,-303.0,16162.0,347.0,0.0,27806.0,50.0
20.4238,4.0,751.0,752.0,136.0,0.0,2744.0,100.0,1195.0,9512.0,8986.0,-1581.0,28.0,16772.0,19422.0,-45.0,16256.0,350.0,0.0,27812.0,49.0
21.4473,4.0,751.0,753.0,132.0,0.0,2761.0,100.0,1189.0,9493.0,9045.0,-1225.0,28.0,17108.0,19626.0,-34.0,16548.0,355.0,1.0,27818.0,50.0
22.4668,4.0,752.0,753.0,135.0,0.0,2817.0,101.0,1181.0,9528.0,9012.0,-1227.0,28.0,16881.0,19478.0,-15.0,16302.0,349.0,0.0,27878.0,50.0
23.4883,4.0,751.0,752.0,133.0,0.0,2858.0,101.0,1187.0,9462.0,9073.0,-1593.0,27.0,17032.0,19278.0,-379.0,16560.0,348.0,0.0,27712.0,50.0
24.5078,4.0,751.0,753.0,132.0,0.0,2879.0,102.0,1185.0,9500.0,9019.0,-2122.0,27.0,16864.0,19498.0,34.0,16176.0,348.0,0.0,27866.0,50.0
25.5273,4.0,752.0,754.0,131.0,0.0,2894.0,102.0,1184.0,9477.0,8990.0,-1858.0,27.0,16629.0,19172.0,-287.0,16386.0,357.0,0.0,27838.0,50.0
26.5469,4.0,752.0,753.0,135.0,0.0,2896.0,101.0,1187.0,9441.0,9068.0,-950.0,28.0,17066.0,19146.0,-80.0,16512.0,350.0,0.0,27820.0,50.0
27.5664,4.0,751.0,753.0,134.0,0.0,2905.0,101.0,1183.0,9443.0,9027.0,-1207.0,28.0,16938.0,19396.0,-29.0,16680.0,345.0,0.0,27894.0,50.0
28.5879,4.0,751.0,753.0,132.0,0.0,2898.0,101.0,1183.0,9438.0,8999.0,-1278.0,27.0,16856.0,19388.0,1224.0,16170.0,345.0,0.0,27862.0,50.0
29.6074,4.0,752.0,754.0,131.0,0.0,2899.0,101.0,1184.0,9479.0,9055.0,-1188.0,27.0,16760.0,19238.0,-81.0,16422.0,356.0,0.0,27836.0,49.0
30.627,4.0,752.0,754.0,136.0,0.0,2900.0,101.0,1182.0,9434.0,9040.0,-1213.0,27.0,16892.0,19312.0,466.0,16746.0,343.0,1.0,27874.0,49.0
31.6465,4.0,752.0,753.0,133.0,0.0,2889.0,102.0,1184.0,9462.0,9025.0,-902.0,27.0,16638.0,19364.0,380.0,16408.0,352.0,0.0,27892.0,49.0
