0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
9.7207,4.0,751.0,752.0,135.0,0.0,658.0,99.0,1228.0,9461.0,8980.0,436.0,26.0,16703.0,20012.0,125.0,16410.0,346.0,0.0,27618.0,49.0
10.7402,4.0,751.0,753.0,133.0,0.0,627.0,101.0,1220.0,9448.0,9030.0,-627.0,27.0,16504.0,20006.0,428.0,16784.0,350.0,0.0,27596.0,49.0
11.7598,4.0,751.0,753.0,132.0,0.0,615.0,100.0,1219.0,9423.0,9057.0,-1376.0,26.0,16419.0,20062.0,-364.0,16738.0,353.0,0.0,27442.0,49.0
12.7803,4.0,752.0,754.0,135.0,0.0,592.0,100.0,1213.0,9467.0,9021.0,-1219.0,26.0,16254.0,20158.0,-362.0,16840.0,348.0,0.0,27450.0,49.0
13.835,4.0,751.0,754.0,134.0,0.0,582.0,101.0,1191.0,9507.0,9022.0,-355.0,26.0,16508.0,20310.0,-479.0,16378.0,347.0,0.0,27234.0,49.0
14.8193,4.0,752.0,755.0,134.0,0.0,1203.0,101.0,1149.0,9447.0,9073.0,171.0,26.0,16756.0,19538.0,1758.0,15894.0,349.0,0.0,28138.0,49.0
15.8389,4.0,751.0,752.0,133.0,0.0,1820.0,100.0,1169.0,9434.0,9109.0,-716.0,26.0,16789.0,19658.0,-315.0,16272.0,349.0,0.0,27766.0,48.0
16.8604,4.0,751.0,753.0,132.0,0.0,1823.0,101.0,1202.0,9488.0,9116.0,-435.0,25.0,16625.0,19388.0,88.0,16096.0,354.0,0.0,27864.0,48.0
17.8799,4.0,751.0,753.0,133.0,0.0,1548.0,101.0,1203.0,9463.0,9056.0,-620.0,25.0,16499.0,19366.0,59.0,16364.0,351.0,0.0,27982.0,48.0
18.9004,4.0,752.0,754.0,132.0,0.0,1629.0,101.0,1171.0,9490.0,9011.0,-381.0,25.0,16527.0,19516.0,17.0,16844.0,345.0,0.0,27882.0,49.0
19.9199,4.0,751.0,752.0,133.0,0.0,1648.0,100.0,1172.0,9486.0,9010.0,-630.0,25.0,16260.0,19440.0,101.0,16574.0,345.0,1.0,27882.0,49.0
20.9404,4.0,751.0,754.0,132.0,0.0,1681.0,102.0,1193.0,9452.0,9060.0,-955.0,25.0,16655.0,19284.0,520.0,16478.0,355.0,0.0,27806.0,49.0
21.96,4.0,752.0,753.0,134.0,0.0,1686.0,100.0,1180.0,9457.0,9059.0,-946.0,25.0,16423.0,19298.0,34.0,16480.0,345.0,0.0,27742.0,49.0
22.9805,4.0,752.0,754.0,131.0,0.0,1696.0,101.0,1187.0,9428.0,9085.0,-1243.0,25.0,16493.0,19478.0,-14.0,16614.0,350.0,1.0,28020.0,49.0
24.0,4.0,752.0,753.0,135.0,0.0,1709.0,101.0,1184.0,9482.0,9057.0,-613.0,25.0,16462.0,19328.0,948.0,16574.0,344.0,0.0,27856.0,49.0
25.0205,4.0,752.0,754.0,135.0,0.0,1736.0,101.0,1184.0,9496.0,9019.0,-1636.0,25.0,16499.0,19232.0,-62.0,16450.0,350.0,0.0,27790.0,49.0
26.0654,4.0,752.0,753.0,132.0,0.0,1763.0,101.0,1188.0,9461.0,9020.0,-498.0,25.0,16659.0,19240.0,-333.0,16204.0,347.0,1.0,27972.0,49.0
