0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
10.75,4.0,751.0,753.0,136.0,0.0,1013.0,101.0,1263.0,9505.0,9010.0,-1256.0,29.0,16622.0,20154.0,84.0,16300.0,354.0,0.0,27412.0,49.0
11.7695,4.0,751.0,751.0,134.0,0.0,991.0,101.0,1263.0,9451.0,9060.0,-1197.0,30.0,16348.0,20136.0,44.0,16378.0,346.0,0.0,27500.0,49.0
12.7891,4.0,751.0,754.0,132.0,0.0,954.0,101.0,1260.0,9411.0,9069.0,-1693.0,30.0,16596.0,20118.0,102.0,16730.0,356.0,0.0,27490.0,49.0
13.8086,4.0,751.0,753.0,134.0,0.0,944.0,100.0,1224.0,9447.0,9091.0,-888.0,29.0,16773.0,20180.0,-694.0,16730.0,359.0,0.0,27252.0,50.0
14.8301,4.0,751.0,754.0,134.0,0.0,1109.0,101.0,1187.0,9452.0,9076.0,687.0,28.0,16869.0,20286.0,120.0,15600.0,354.0,0.0,27290.0,50.0
15.8496,4.0,751.0,753.0,134.0,0.0,2717.0,101.0,1142.0,9448.0,8973.0,-2282.0,27.0,16718.0,19340.0,-958.0,17038.0,344.0,1.0,27830.0,50.0
16.8672,4.0,752.0,753.0,136.0,0.0,2871.0,100.0,1188.0,9516.0,8991.0,-1101.0,27.0,16596.0,19556.0,-357.0,16504.0,346.0,0.0,27764.0,49.0
17.916,4.0,751.0,753.0,133.0,0.0,2785.0,102.0,1197.0,9462.0,9015.0,-218.0,28.0,16387.0,19538.0,-283.0,16154.0,351.0,0.0,27642.0,49.0
18.9082,4.0,751.0,753.0,132.0,0.0,2139.0,101.0,1209.0,9462.0,9042.0,-927.0,28.0,16573.0,19646.0,-483.0,16588.0,347.0,1.0,27728.0,49.0
19.9277,4.0,751.0,753.0,131.0,0.0,2613.0,102.0,1161.0,9422.0,9028.0,-2022.0,29.0,16116.0,19568.0,1552.0,16330.0,343.0,0.0,27960.0,50.0
20.9473,4.0,751.0,753.0,134.0,0.0,2615.0,102.0,1194.0,9448.0,9070.0,-2845.0,28.0,16337.0,19412.0,-420.0,16614.0,351.0,0.0,27890.0,49.0
21.9668,4.0,751.0,752.0,135.0,0.0,2649.0,102.0,1186.0,9530.0,8980.0,-788.0,28.0,16630.0,19392.0,-375.0,17062.0,347.0,0.0,27788.0,49.0
22.9883,4.0,751.0,752.0,133.0,0.0,2679.0,102.0,1184.0,9503.0,9002.0,-746.0,28.0,16677.0,19388.0,40.0,16726.0,343.0,0.0,27792.0,49.0
24.0078,4.0,752.0,753.0,134.0,0.0,2705.0,101.0,1188.0,9424.0,9061.0,-2047.0,28.0,16593.0,19452.0,-373.0,16346.0,353.0,0.0,27760.0,49.0
25.0273,4.0,752.0,754.0,133.0,0.0,2738.0,101.0,1184.0,9454.0,9063.0,-1711.0,28.0,16623.0,19410.0,278.0,16154.0,354.0,0.0,27794.0,50.0
26.7188,4.0,751.0,753.0,132.0,0.0,2765.0,101.0,1185.0,9459.0,9014.0,-1353.0,27.0,16657.0,19434.0,51.0,16710.0,348.0,0.0,27834.0,49.0
27.7402,4.0,752.0,753.0,134.0,0.0,2769.0,101.0,1186.0,9448.0,9036.0,-3133.0,27.0,16468.0,19354.0,94.0,16694.0,354.0,0.0,27856.0,49.0
28.7598,4.0,751.0,752.0,134.0,0.0,2773.0,102.0,1186.0,9451.0,9067.0,-878.0,27.0,16697.0,19400.0,-392.0,16134.0,355.0,0.0,27868.0,49.0
29.7793,4.0,752.0,753.0,132.0,0.0,2777.0,101.0,1183.0,9450.0,9036.0,-848.0,27.0,16403.0,19368.0,85.0,15988.0,356.0,0.0,27870.0,49.0
30.8262,4.0,751.0,754.0,132.0,0.0,2778.0,101.0,1183.0,9460.0,9004.0,-978.0,27.0,16714.0,19400.0,113.0,16868.0,337.0,0.0,27872.0,49.0
31.8203,4.0,752.0,754.0,133.0,0.0,2786.0,100.0,1184.0,9447.0,9000.0,-1979.0,27.0,16539.0,19348.0,566.0,16554.0,349.0,1.0,27882.0,49.0
32.8398,4.0,752.0,755.0,135.0,0.0,2778.0,100.0,1183.0,9510.0,8998.0,-1306.0,26.0,16482.0,19354.0,-589.0,16150.0,358.0,0.0,27876.0,49.0
33.8594,4.0,752.0,754.0,132.0,0.0,2780.0,100.0,1185.0,9469.0,9007.0,-1240.0,27.0,16487.0,19404.0,-568.0,16660.0,356.0,0.0,27870.0,49.0
34.8789,4.0,751.0,753.0,132.0,0.0,2778.0,100.0,1186.0,9451.0,9056.0,-688.0,27.0,16593.0,19364.0,30.0,16428.0,349.0,0.0,27866.0,49.0
35.9004,4.0,752.0,753.0,134.0,0.0,2782.0,100.0,1189.0,9449.0,9046.0,-1345.0,26.0,16586.0,19380.0,-66.0,16326.0,342.0,0.0,27866.0,49.0
36.9199,4.0,752.0,754.0,132.0,0.0,2778.0,101.0,1187.0,9426.0,9087.0,-1195.0,26.0,16185.0,19394.0,-57.0,16872.0,351.0,1.0,27870.0,49.0
37.9395,4.0,751.0,754.0,130.0,0.0,2785.0,102.0,1188.0,9481.0,9008.0,-1701.0,26.0,16251.0,19396.0,149.0,16700.0,348.0,0.0,27864.0,49.0
38.959,4.0,752.0,753.0,133.0,0.0,2785.0,101.0,1185.0,9512.0,9069.0,-955.0,27.0,16621.0,19388.0,-15.0,16468.0,352.0,0.0,27880.0,49.0
39.9785,4.0,752.0,754.0,134.0,0.0,2791.0,100.0,1190.0,9482.0,9007.0,-763.0,27.0,16615.0,19354.0,158.0,16196.0,358.0,1.0,27860.0,49.0
41.0,4.0,752.0,753.0,136.0,0.0,2787.0,101.0,1188.0,9451.0,9030.0,-2448.0,26.0,16365.0,19340.0,52.0,16436.0,354.0,0.0,27858.0,49.0
42.0195,4.0,752.0,754.0,133.0,0.0,2783.0,100.0,1184.0,9485.0,9028.0,-864.0,27.0,16453.0,19388.0,101.0,16406.0,353.0,1.0,27864.0,49.0
43.0625,4.0,752.0,754.0,134.0,0.0,2787.0,101.0,1184.0,9455.0,9057.0,-1881.0,26.0,16305.0,19382.0,-1.0,16038.0,350.0,0.0,27868.0,49.0
44.0898,4.0,751.0,752.0,131.0,0.0,2785.0,101.0,1184.0,9424.0,9072.0,-1207.0,27.0,16248.0,19380.0,-84.0,16340.0,350.0,0.0,27870.0,49.0
45.1094,4.0,752.0,753.0,136.0,0.0,2789.0,100.0,1186.0,9516.0,9024.0,-1718.0,26.0,16694.0,19374.0,632.0,16918.0,349.0,1.0,27876.0,49.0
46.1289,4.0,751.0,753.0,133.0,0.0,2783.0,101.0,1184.0,9437.0,9067.0,-389.0,27.0,16657.0,19364.0,85.0,16016.0,353.0,1.0,27874.0,49.0
47.1523,4.0,752.0,753.0,134.0,0.0,2790.0,102.0,1185.0,9450.0,9010.0,-697.0,26.0,16348.0,19386.0,710.0,16578.0,344.0,1.0,27878.0,49.0
48.1699,4.0,752.0,754.0,132.0,0.0,2786.0,100.0,1185.0,9407.0,9042.0,-448.0,26.0,16268.0,19356.0,138.0,16336.0,349.0,0.0,27880.0,49.0
49.1895,4.0,752.0,754.0,131.0,0.0,2787.0,101.0,1185.0,9513.0,8979.0,-1965.0,26.0,16247.0,19344.0,53.0,16430.0,348.0,1.0,27868.0,49.0
50.2363,4.0,752.0,755.0,134.0,0.0,2796.0,100.0,1185.0,9433.0,9021.0,-2861.0,26.0,16488.0,19360.0,292.0,16510.0,343.0,0.0,27870.0,49.0
51.2285,4.0,752.0,755.0,130.0,0.0,2787.0,100.0,1184.0,9497.0,9072.0,-1595.0,26.0,16299.0,19328.0,18.0,15992.0,345.0,1.0,27878.0,49.0
52.25,4.0,752.0,753.0,131.0,0.0,2780.0,102.0,1186.0,9510.0,9034.0,-1236.0,26.0,16252.0,19340.0,-262.0,17084.0,351.0,1.0,27874.0,49.0
53.2695,4.0,752.0,754.0,134.0,0.0,2792.0,101.0,1184.0,9518.0,8985.0,-555.0,26.0,16446.0,19334.0,-443.0,16886.0,350.0,1.0,27868.0,49.0
54.2891,4.0,751.0,752.0,132.0,0.0,2782.0,100.0,1185.0,9459.0,9064.0,-937.0,26.0,16363.0,19348.0,143.0,16238.0,350.0,1.0,27862.0,49.0
55.3105,4.0,752.0,754.0,134.0,0.0,2770.0,100.0,1188.0,9421.0,9001.0,-1311.0,26.0,16242.0,19352.0,2.0,16694.0,353.0,1.0,27868.0,49.0
56.3301,4.0,752.0,754.0,135.0,0.0,2662.0,101.0,1186.0,9503.0,9011.0,-1915.0,26.0,16504.0,19340.0,-656.0,16280.0,358.0,0.0,27852.0,49.0
57.3496,4.0,752.0,754.0,135.0,0.0,2392.0,101.0,1192.0,9461.0,9027.0,436.0,27.0,16407.0,19360.0,-484.0,16376.0,346.0,0.0,27830.0,50.0
58.3711,4.0,752.0,753.0,133.0,0.0,1952.0,100.0,1191.0,9436.0,9069.0,-524.0,26.0,16347.0,19638.0,-50.0,16644.0,343.0,1.0,27604.0,50.0
59.3887,4.0,752.0,754.0,132.0,0.0,1633.0,100.0,1191.0,9434.0,9043.0,1733.0,26.0,16568.0,19786.0,-606.0,17012.0,352.0,0.0,27550.0,50.0
60.4102,5.0,752.0,754.0,134.0,0.0,1422.0,100.0,1186.0,9505.0,8953.0,-743.0,28.0,16481.0,19822.0,-501.0,16874.0,344.0,0.0,27564.0,50.0
61.4316,5.0,753.0,754.0,132.0,0.0,1203.0,100.0,1254.0,9434.0,9063.0,-624.0,28.0,16406.0,19954.0,-509.0,16436.0,343.0,0.0,27482.0,49.0
62.4746,5.0,752.0,753.0,135.0,0.0,1152.0,100.0,1213.0,9461.0,9052.0,-550.0,27.0,16751.0,19952.0,-649.0,16622.0,350.0,0.0,27416.0,50.0
63.4687,5.0,752.0,754.0,132.0,0.0,1150.0,101.0,1189.0,9443.0,9062.0,1311.0,26.0,16621.0,19948.0,-260.0,16894.0,346.0,0.0,27478.0,51.0
64.4902,5.0,752.0,754.0,134.0,0.0,1123.0,101.0,1179.0,9527.0,8968.0,383.0,27.0,16405.0,20050.0,722.0,16306.0,353.0,1.0,27370.0,51.0
65.5098,5.0,751.0,753.0,135.0,0.0,1108.0,101.0,1194.0,9546.0,8955.0,-498.0,27.0,16775.0,20068.0,114.0,16344.0,357.0,0.0,27350.0,51.0
66.5312,5.0,752.0,754.0,134.0,0.0,1099.0,100.0,1181.0,9450.0,9032.0,-266.0,27.0,16634.0,20022.0,-263.0,16614.0,344.0,0.0,27378.0,51.0
67.5488,5.0,752.0,753.0,133.0,0.0,1082.0,101.0,1184.0,9487.0,9058.0,-3.0,27.0,16286.0,20076.0,102.0,16730.0,342.0,0.0,27380.0,51.0
68.5703,5.0,752.0,753.0,133.0,0.0,1075.0,101.0,1191.0,9505.0,8995.0,-306.0,27.0,16737.0,20066.0,-305.0,16560.0,339.0,0.0,27382.0,51.0
69.5898,5.0,752.0,752.0,135.0,0.0,1047.0,100.0,1186.0,9481.0,9047.0,-701.0,27.0,16428.0,20080.0,-362.0,16794.0,357.0,0.0,27354.0,51.0
70.6094,5.0,752.0,754.0,133.0,0.0,1016.0,101.0,1183.0,9465.0,9014.0,-1119.0,28.0,16630.0,20120.0,-418.0,16378.0,346.0,0.0,27258.0,51.0
71.6289,5.0,752.0,754.0,131.0,0.0,971.0,100.0,1179.0,9484.0,8986.0,-1832.0,28.0,16252.0,20158.0,-502.0,17014.0,354.0,0.0,27260.0,50.0
72.6504,5.0,752.0,753.0,133.0,0.0,930.0,101.0,1175.0,9495.0,8972.0,-1890.0,29.0,16295.0,20322.0,27.0,16382.0,351.0,0.0,27026.0,50.0
73.6699,5.0,752.0,754.0,133.0,0.0,904.0,101.0,1184.0,9432.0,9092.0,-506.0,29.0,16297.0,20288.0,-93.0,16744.0,349.0,0.0,27028.0,50.0
